               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  91,            0.016663,           0.0069831,                   0,             0.98917,              0.9851,              0.9925,             0.73797,            0.021615,           0.0064809,                   0,             0.00406,             0.00406,             0.00406
                  92,             0.01615,           0.0070343,                   0,             0.98957,             0.98942,             0.99342,              0.7392,            0.021646,           0.0064777,                   0,            0.003994,            0.003994,            0.003994
                  93,            0.015805,           0.0070389,                   0,             0.99103,             0.98763,              0.9929,             0.73739,            0.021644,            0.006442,                   0,            0.003928,            0.003928,            0.003928
                  94,            0.016545,           0.0069952,                   0,             0.99159,             0.98214,             0.99149,             0.73296,            0.021591,           0.0064267,                   0,            0.003862,            0.003862,            0.003862
                  95,            0.015928,             0.00687,                   0,             0.98957,             0.98788,             0.98973,             0.74083,            0.021404,           0.0064802,                   0,            0.003796,            0.003796,            0.003796
                  96,            0.015742,           0.0068006,                   0,             0.99402,             0.98946,             0.99249,             0.74412,             0.02176,           0.0064929,                   0,             0.00373,             0.00373,             0.00373
                  97,            0.015529,           0.0068586,                   0,             0.99105,             0.98923,             0.99282,             0.74641,            0.021646,           0.0064478,                   0,            0.003664,            0.003664,            0.003664
                  98,            0.016033,           0.0068512,                   0,             0.98904,             0.98663,             0.99196,             0.74384,            0.021649,           0.0065123,                   0,            0.003598,            0.003598,            0.003598
                  99,            0.015586,           0.0068419,                   0,             0.99062,             0.98958,             0.99298,             0.74319,            0.021617,            0.006436,                   0,            0.003532,            0.003532,            0.003532
                 100,            0.015373,           0.0067139,                   0,             0.98778,             0.98958,             0.99192,             0.74167,            0.021796,           0.0064568,                   0,            0.003466,            0.003466,            0.003466
                 101,            0.015276,            0.006592,                   0,             0.98897,             0.98661,              0.9912,             0.74714,            0.021716,           0.0066319,                   0,              0.0034,              0.0034,              0.0034
                 102,            0.015926,           0.0067634,                   0,             0.98944,             0.98363,             0.99129,             0.74636,            0.021542,            0.006724,                   0,            0.003334,            0.003334,            0.003334
                 103,            0.015579,           0.0066172,                   0,             0.98917,             0.98363,             0.99213,             0.74551,            0.021328,           0.0066031,                   0,            0.003268,            0.003268,            0.003268
                 104,            0.015336,           0.0067279,                   0,             0.98918,             0.98363,             0.99192,             0.75026,            0.021416,           0.0064452,                   0,            0.003202,            0.003202,            0.003202
                 105,            0.014908,           0.0066256,                   0,              0.9925,             0.98328,             0.99273,             0.74951,            0.021382,            0.006551,                   0,            0.003136,            0.003136,            0.003136
                 106,            0.015402,           0.0064966,                   0,             0.99209,             0.98512,             0.99358,              0.7553,            0.021562,           0.0066672,                   0,             0.00307,             0.00307,             0.00307
                 107,             0.01444,           0.0064556,                   0,             0.98927,             0.98512,             0.99301,             0.75007,            0.021704,           0.0067265,                   0,            0.003004,            0.003004,            0.003004
                 108,            0.015012,           0.0064529,                   0,             0.99251,             0.98533,             0.99343,             0.74902,            0.021905,           0.0067635,                   0,            0.002938,            0.002938,            0.002938
                 109,            0.014853,            0.006473,                   0,             0.98947,             0.98512,             0.99307,             0.74643,            0.021892,           0.0067833,                   0,            0.002872,            0.002872,            0.002872
                 110,            0.014794,           0.0064788,                   0,             0.99397,              0.9813,             0.99242,             0.74686,            0.021941,           0.0068908,                   0,            0.002806,            0.002806,            0.002806
                 111,            0.014868,           0.0064543,                   0,              0.9879,             0.98363,             0.99216,             0.74373,            0.021915,           0.0069647,                   0,             0.00274,             0.00274,             0.00274
                 112,            0.014257,           0.0063997,                   0,             0.99023,             0.98214,              0.9919,             0.74181,            0.021737,           0.0069269,                   0,            0.002674,            0.002674,            0.002674
                 113,            0.014373,           0.0063857,                   0,             0.99019,             0.98214,              0.9932,             0.74426,            0.021669,           0.0069466,                   0,            0.002608,            0.002608,            0.002608
                 114,             0.01464,           0.0063478,                   0,             0.98632,             0.98214,             0.99092,             0.74431,            0.021754,           0.0069258,                   0,            0.002542,            0.002542,            0.002542
                 115,            0.014279,           0.0063605,                   0,             0.98651,             0.98363,             0.99054,             0.74973,            0.021671,            0.006892,                   0,            0.002476,            0.002476,            0.002476
                 116,            0.014074,           0.0063991,                   0,             0.98804,             0.98352,             0.99051,             0.75119,            0.021553,           0.0068295,                   0,             0.00241,             0.00241,             0.00241
                 117,            0.014121,           0.0061923,                   0,             0.98951,             0.98293,             0.99023,             0.74905,            0.021505,           0.0068429,                   0,            0.002344,            0.002344,            0.002344
                 118,            0.013662,           0.0061416,                   0,             0.98952,             0.98317,             0.99028,              0.7497,            0.021489,            0.006827,                   0,            0.002278,            0.002278,            0.002278
                 119,            0.013837,           0.0061445,                   0,             0.98952,             0.98334,             0.99048,             0.74978,            0.021505,           0.0069309,                   0,            0.002212,            0.002212,            0.002212
                 120,            0.013426,           0.0061127,                   0,             0.98951,             0.98286,             0.99059,             0.75046,            0.021573,           0.0069906,                   0,            0.002146,            0.002146,            0.002146
                 121,            0.013607,           0.0060764,                   0,             0.98951,             0.98281,             0.99052,             0.74797,            0.021594,           0.0070058,                   0,             0.00208,             0.00208,             0.00208
                 122,            0.013406,           0.0060456,                   0,             0.98948,             0.97999,             0.99025,             0.75049,            0.021529,           0.0069791,                   0,            0.002014,            0.002014,            0.002014
                 123,            0.013033,           0.0059829,                   0,             0.98861,             0.97917,             0.98925,             0.74676,            0.021533,           0.0069795,                   0,            0.001948,            0.001948,            0.001948
                 124,            0.013552,           0.0060258,                   0,             0.98889,             0.97917,             0.99009,             0.74564,            0.021449,            0.007032,                   0,            0.001882,            0.001882,            0.001882
                 125,            0.013157,           0.0058932,                   0,             0.98653,             0.98103,              0.9893,             0.74488,            0.021424,           0.0070394,                   0,            0.001816,            0.001816,            0.001816
                 126,            0.013004,           0.0059227,                   0,               0.988,             0.98039,             0.99011,              0.7441,            0.021374,           0.0070732,                   0,             0.00175,             0.00175,             0.00175
                 127,            0.013128,            0.005926,                   0,               0.988,             0.98043,             0.99018,              0.7454,            0.021297,           0.0070978,                   0,            0.001684,            0.001684,            0.001684
                 128,             0.01292,           0.0058437,                   0,             0.98658,             0.98065,             0.98944,             0.74858,            0.021242,           0.0070609,                   0,            0.001618,            0.001618,            0.001618
                 129,            0.012897,           0.0058477,                   0,              0.9895,             0.98161,             0.98958,             0.74659,            0.021227,           0.0070961,                   0,            0.001552,            0.001552,            0.001552
                 130,            0.012418,            0.005686,                   0,             0.98844,             0.98065,             0.99031,             0.74515,            0.021264,           0.0071263,                   0,            0.001486,            0.001486,            0.001486
                 131,            0.012781,           0.0058022,                   0,             0.98802,             0.98213,             0.99028,             0.74334,            0.021303,           0.0071908,                   0,             0.00142,             0.00142,             0.00142
                 132,            0.012602,            0.005723,                   0,             0.98921,             0.98065,             0.99034,              0.7435,            0.021305,           0.0072221,                   0,            0.001354,            0.001354,            0.001354
                 133,            0.012756,            0.005669,                   0,              0.9895,             0.98146,             0.99044,             0.74255,            0.021315,           0.0072427,                   0,            0.001288,            0.001288,            0.001288
                 134,             0.01272,           0.0057031,                   0,             0.98925,             0.98214,              0.9904,             0.73965,            0.021357,           0.0072831,                   0,            0.001222,            0.001222,            0.001222
                 135,            0.012204,           0.0056486,                   0,             0.98869,             0.98214,             0.99043,             0.73975,            0.021359,           0.0073213,                   0,            0.001156,            0.001156,            0.001156
                 136,             0.01225,           0.0054481,                   0,             0.98952,             0.98319,             0.99048,              0.7383,            0.021349,           0.0073502,                   0,             0.00109,             0.00109,             0.00109
                 137,            0.012414,           0.0056628,                   0,             0.98952,             0.98361,             0.99051,             0.74036,            0.021337,           0.0073387,                   0,            0.001024,            0.001024,            0.001024
                 138,            0.011888,            0.005574,                   0,             0.98901,             0.98363,             0.99051,             0.73988,            0.021348,           0.0073524,                   0,            0.000958,            0.000958,            0.000958
                 139,            0.011708,           0.0054056,                   0,             0.98952,             0.98352,             0.99051,             0.73921,            0.021414,            0.007374,                   0,            0.000892,            0.000892,            0.000892
                 140,             0.01199,           0.0054635,                   0,             0.98802,             0.98221,             0.99043,             0.73887,            0.021491,           0.0073948,                   0,            0.000826,            0.000826,            0.000826
                 141,            0.011762,           0.0054393,                   0,             0.98908,             0.98214,             0.99036,             0.73935,            0.021546,           0.0074141,                   0,             0.00076,             0.00076,             0.00076
                 142,            0.011871,           0.0053985,                   0,              0.9895,             0.98188,             0.99034,              0.7383,            0.021544,            0.007398,                   0,            0.000694,            0.000694,            0.000694
                 143,            0.011722,           0.0053911,                   0,              0.9895,             0.98148,             0.99033,             0.73759,            0.021542,           0.0074116,                   0,            0.000628,            0.000628,            0.000628
                 144,            0.011369,           0.0052871,                   0,              0.9895,             0.98146,             0.99029,              0.7372,            0.021533,           0.0074462,                   0,            0.000562,            0.000562,            0.000562
                 145,            0.011496,           0.0053949,                   0,              0.9895,              0.9815,             0.99035,             0.73824,            0.021531,           0.0074707,                   0,            0.000496,            0.000496,            0.000496
                 146,            0.011507,           0.0051589,                   0,              0.9895,             0.98166,              0.9904,             0.73974,            0.021525,           0.0074819,                   0,             0.00043,             0.00043,             0.00043
                 147,              0.0116,           0.0053379,                   0,              0.9895,             0.98179,              0.9904,             0.73926,            0.021539,           0.0074945,                   0,            0.000364,            0.000364,            0.000364
                 148,            0.011439,           0.0053069,                   0,              0.9895,             0.98191,             0.99047,             0.74013,            0.021559,           0.0075081,                   0,            0.000298,            0.000298,            0.000298
                 149,            0.011019,           0.0051152,                   0,              0.9895,             0.98145,             0.99051,             0.74084,            0.021579,           0.0075188,                   0,            0.000232,            0.000232,            0.000232
